STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2005,,104,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2006,,90,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2007,,93,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2008,,112,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2009,,105,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2010,,103,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2011,,101,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,123,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,142,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,132,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,139,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,149,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,129,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,107,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,97,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,105,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2021,,86,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2022,,75,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,GRC,Greece,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2023,,74,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1986,,1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1987,,7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1988,,9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1989,,15,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1990,,19,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1991,,30,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1992,,33,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1993,,32,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1994,,23,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1995,,31,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1996,,46,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1997,,31,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1998,,36,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1999,,37,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2000,,27,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2001,,20,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2002,,26,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2003,,26,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2004,,23,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2005,,33,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2006,,22,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2007,,23,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2008,,23,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2009,,23,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2010,,28,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2011,,32,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2012,,48,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2013,,42,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2014,,51,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2015,,43,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2016,,53,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2017,,52,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2018,,57,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2019,,53,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2020,,42,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2021,,50,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2022,,43,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,HUN,Hungary,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,2023,,46,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1985,,1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1986,,3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1987,,1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1988,,5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1989,,3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1990,,3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1991,,8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,ISL,Iceland,A,Annual,COMMD,Communicable disease incidence,CS,Cases,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,AIDS,Acquired immunodeficiency syndrome (AIDS),_Z,Not applicable,1992,,3,,1,One,,,,,,,0,Units
